0,Andrew Luck,"Stanford Vs. USC Final Score: Andrew Luck Leads Cardinal To Thrilling 3OT Win, 56-48",https://bayarea.sbnation.com/stanford-cardinal/2011/10/29/2524218/stanford-usc-final-score-andrew-luck-aj-tarpley-overtime,"And that statement may not even be limited to college football. After 
quarterback Andrew Luck led the Cardinal on a late drive in the fourth 
quarter to tie the...",https://cdn.vox-cdn.com/uploads/community/sbnu_logo_minimal/296/large_bayarea.sbnation.com.minimal.png
1,Andrew Luck,"Canzano: Andrew Luck is human, Stanford is beatable and Oregon could return to BCS title game - oregonlive.com",https://www.oregonlive.com/sports/oregonian/john_canzano/2011/10/canzano_andrew_luck_is_human_s.html,"Not even with Andrew Luck good enough to start an NFL game at quarterback 
today. Not with a defense that couldn't stop USC in so many ways until the 
Trojans...",https://www.oregonlive.com/resizer/BBsaaPGGaO7UYWj4QFuzhWY35t8=/1280x0/smart/advancelocal-adapter-image-uploads.s3.amazonaws.com/image.oregonlive.com/home/olive-media/width2048/img/john_canzano_impact/photo/cardinaljpg-1dfb1f9a81972832.jpg
2,Andrew Luck,Can Matt Barkley Finally Best Andrew Luck?,https://www.pacifictakes.com/2011/10/28/2518019/stanford-vs-usc-matt-barkley-andrew-luck-highlights-video,"Let the great quarterback duel of 2011 commence! Stanford QB Andrew Luck 
and USC QB Matt Barkley both possess many abilities and various intangibles 
(We...",https://cdn.vox-cdn.com/thumbor/dh2ssY6Lb-fesvT62yn7lkaQ-hg=/0x53:1000x616/1600x900/cdn.vox-cdn.com/photo_images/4399989/129191293.jpg
3,Andrew Luck,"Robert Griffin And Andrew Luck, Two-QB System For Stanford Football; Does It Work?",https://www.pacifictakes.com/2011/12/11/2627703/robert-griffin-rgiii-andrew-luck-heisman-trophy-2011,"... to Palo Alto and play for Harbaugh at Stanford, sharing quarterback 
duties with another Texas high schooler '� a blue-chip recruit named Andrew 
Luck.",https://cdn.vox-cdn.com/thumbor/WjDcoNa96erPycgkclxQbxH3U7s=/0x45:1000x608/1600x900/cdn.vox-cdn.com/photo_images/4966921/135470516.jpg
4,Andrew Luck,Stanford's Andrew Luck still a winner in Heisman defeat,https://www.mercurynews.com/2011/12/10/stanfords-andrew-luck-still-a-winner-in-heisman-defeat/,"NEW YORK '� Having been through this drill before, Stanford quarterback 
Andrew Luck handled his runner-up duties with aplomb.",https://www.mercurynews.com/wp-content/uploads/2016/08/20111210__1211heismanEARLY2-1.jpg?w=400&h=261
5,Andrew Luck,"Andrew Luck, the Heisman Bridesmaid",https://www.nbcbayarea.com/news/sports/stanfords-luck-just-misses-heisman-trophy/1906608/,"The season is not over for the Cardinal, but the hope that Luck will win 
the Heisman Trophy is now gone. Saturday night in New York City, Robert 
Griffin III...",https://media.nbcbayarea.com/2019/09/NBC@3x.png?fit=1024%2C576&quality=85&strip=all
6,Andrew Luck,Andrew Luck: Is Luck Making a Stupid Decision Returning To Stanford?,https://bleacherreport.com/articles/564855-why-andrew-luck-is-luck-making-a-stupid-decision-returning-to-stanford,"Andrew Luck, fresh off of a commanding performance in his team's 40-12 
Orange Bowl victory earlier this week, is the toast of the college football 
world...",https://cdn.bleacherreport.net/images_root/images/photos/001/105/135/107860204_crop_0x0.jpg?1294345415
7,Andrew Luck,Golden Spotlight: Andrew Luck And His Stanford Cardinal Offense,https://www.californiagoldenblogs.com/2010/11/18/1821525/golden-spotlight-andrew-luck-and-his-stanford-cardinal-offense,"Just as key to that was the pass protection Barkley received from his 
offensive linemen, who kept him upright for most of the game. This season, 
Andrew Luck is...",https://cdn.vox-cdn.com/thumbor/W8CIp6a-drLeKyYUtc4iQBaJ6-M=/0x21:600x359/1600x900/cdn.vox-cdn.com/photo_images/1444169/GYI0062456065.jpg
8,Andrew Luck,Andrew Luck decides to stay at Stanford,https://www.mercurynews.com/2011/01/06/andrew-luck-decides-to-stay-at-stanford/,"�Andrew is very pragmatic,'� Oliver Luck said. '�He is grateful for the three 
years he had with coach Harbaugh.'� Luck talked to his family over the past 
two days...",https://www.mercurynews.com/wp-content/uploads/2016/08/20110104__stanfbcluck5-2.jpg?w=792&h=576
9,Andrew Luck,Andrew Luck Is the Best NFL Prospect Ever,https://bleacherreport.com/articles/905169-andrew-luck-is-the-best-nfl-prospect-ever,"Let's just get it over with and say it: Andrew Luck is the best draft 
prospect ever, in any sport. Hyperbole? Internet fodder? Gristle for the 
insatiable...",https://cdn.bleacherreport.net/images_root/images/photos/001/410/220/129021193_crop_900x600.jpg?1319238163
10,Andrew Luck,"Stanford Vs. USC Final Score: Andrew Luck Leads Cardinal To Thrilling 3OT Win, 56-48",https://bayarea.sbnation.com/stanford-cardinal/2011/10/29/2524218/stanford-usc-final-score-andrew-luck-aj-tarpley-overtime,"And that statement may not even be limited to college football. After 
quarterback Andrew Luck led the Cardinal on a late drive in the fourth 
quarter to tie the...",https://cdn.vox-cdn.com/uploads/community/sbnu_logo_minimal/296/large_bayarea.sbnation.com.minimal.png
11,Andrew Luck,"Canzano: Andrew Luck is human, Stanford is beatable and Oregon could return to BCS title game - oregonlive.com",https://www.oregonlive.com/sports/oregonian/john_canzano/2011/10/canzano_andrew_luck_is_human_s.html,"Not even with Andrew Luck good enough to start an NFL game at quarterback 
today. Not with a defense that couldn't stop USC in so many ways until the 
Trojans...",https://www.oregonlive.com/resizer/BBsaaPGGaO7UYWj4QFuzhWY35t8=/1280x0/smart/advancelocal-adapter-image-uploads.s3.amazonaws.com/image.oregonlive.com/home/olive-media/width2048/img/john_canzano_impact/photo/cardinaljpg-1dfb1f9a81972832.jpg
